tokenId	hash	bodyIndex
1426	011003011001007011024000092002014	092
1427	011001011001031010028001067001000	067
1428	011003011001031014029000036002006	036
1429	011003008001018016029000093001003	093
1430	011003011001023006026002092000007	092
1431	011002011000031011029000004000011	004
1432	011002006001023005027000092002011	092
1433	011003002000031007028000057000011	057
1434	011003011001031016018002014001007	014
1435	011002003001011008028001090000009	090
1436	011003010001030016029001094002007	094
1437	011003009001023012029000093002005	093
1438	011003011001025012028000091001004	091
1439	011003007001031016029001058002003	058
1440	011002011001004013029001094002001	094
1441	011003005001026015028002094002004	094
1442	011001010001012005029002091000013	091
1443	011003007001031007027000046001008	046
1444	011002011001030015026001094001002	094
1445	011003011001028015026002094000012	094
1446	011003007001031006013002018001007	018
1447	011003009001017016026001094002013	094
1448	011003008001030011028001093000003	093
1449	011003004001031014029000088002008	088
1450	011003004001026016029002090000004	090
1451	011003009001031004029000089000004	089
1452	011000009001029011029002093000009	093
1453	011003011001014009029001094001008	094
1454	011002011001031009027000086001006	086
1455	011003008001031004028000094000013	094
1456	011002010001024014026000092002006	092
1457	011003011001006015029001094000003	094
1458	011003011001008010026000093002002	093
1459	011001003001031016029002082000001	082
1460	011003008001008009029002092000014	092
1461	011003007001003011026000092001004	092
1462	011003011001012014027001094001011	094
1463	011002011001031006029002040002013	040
1464	011003011001029009026001092000000	092
1465	011003010001031011026002090001009	090
1466	011002007000031006027001087000012	087
1467	011003010001031010026002084000011	084
1468	011003009001005010027002092000008	092
1469	011003009001007010027001091001006	091
1470	011002011001030015029000094002010	094
1471	011002011001031015028000023001012	023
1472	011001011001031011027002053000003	053
1473	011003007001031000029001078002008	078
1474	011003004001027015029002091002005	091
1475	011003005001031004027000094001012	094
1476	005002011001031014029000071002011	071
1477	011001011001009012025002090000004	090
1478	011001010001031013026002092002008	092
1479	011003009001029014025001091002004	091
1480	011003007001031016027000090002011	090
1481	011003011001029014027001094002011	094
1482	011003006001031011029002062001002	062
1483	011003006001020005029002093002009	093
1484	011001011001014015029000093001010	093
1485	011003011001010015029001094002004	094
1486	011003007001031011028000081002003	081
1487	011002011001025016029000093000012	093
1488	011001009000025015027001094002013	094
1489	011003006001031014028002069002007	069
1490	011002010000019005028001093000008	093
1491	011003009001031007029002091000014	091
1492	011003011001031014028000089000010	089
1493	011003010001026015029000090002006	090
1494	011001002001019013029000094000011	094
1495	011003011001021008029001093002005	093
1496	011001008000031014029001031000011	031
1497	011002011001031015027001074000011	074
1498	011003011001013012027001092002007	092
1499	011002009001023006025002093000014	093
1500	011003011001031010024002066002006	066
1501	011003010001031012027001087001002	087
1502	011003010001031006027000068002005	068
1503	011003010000021012029002090001002	090
1504	011003010001015014026001090001002	090
1505	011003007001031009026002062001012	062
1506	011001008001031015028000088002011	088
1507	011003008001029012029002091000000	091
1508	011002011001031004028002093002001	093
1509	011002009001007015027001090001002	090
1510	011002011001006011025002090002004	090
1511	011001011001031016028000059001005	059
1512	011003004001031011025001055000011	055
1513	011002005001024016028001092002006	092
1514	011000007001012013029000094001007	094
1515	011003005000031011024001063002008	063
1516	011003004001020011025001092001014	092
1517	011003011001017008029001091002003	091
1518	011003004001031014029000061000006	061
1519	011000011001031006029000050002010	050
1520	011002011001017016027001093002010	093
1521	011003008001031015026001086002014	086
1522	011003009001023014029001093002003	093
1523	011002011001031013026000072000010	072
1524	011003006001025010028002090001012	090
1525	011002011001031011022001000002005	000
1526	011003011001027007026001094000012	094
1527	011001010001011015029001093002001	093
1528	011001011001031010029002065002011	065
1529	011000011001007014029002090000006	090
1530	011003007001031011029000064001010	064
1531	011003007001031013024002085002011	085
1532	011001011001031011029002044000012	044
1533	011003008001021000027000093002005	093
1534	011003009001028010027000090000000	090
1535	011001011001031016029000075001004	075
1536	011002003001011009028002090000005	090
1537	011003011000026005029001093001003	093
1538	011003010001029016029002092001001	092
1539	011003011001031006026001089002005	089
1540	011003011001022015028002092000014	092
1541	011003009001031016029001093000014	093
1542	011003011001001009026000091002013	091
1543	011003004001012009027001090001012	090
1544	011003010001028016024002093001009	093
1545	011003011001014005029000094000006	094
1546	011002011001031015028001075002013	075
1547	011002009001028016029002093000011	093
1548	011003010001031012026001085000008	085
1549	011003007001027007027001094002008	094
1550	011001006001031015026000064000006	064
1551	011000011001031010029002078001011	078
1552	011002010001031005027001082002010	082
1553	011003005001031016029001094001012	094
1554	011001011001028016029002093000013	093
1555	011003005001031009024001077000000	077
1556	011001010001024016025001090000004	090
1557	011003001001027014029001090002006	090
1558	011002011001027005029001091001005	091
1559	011002009000031008028002091001008	091
1560	011002009001024006027000052001003	052
1561	011003010001031016029000061002007	061
1562	011002004001031006025000092002014	092
1563	011003010001029010026000093001014	093
1564	011003002001011015029002094001005	094
1565	011001010001030011028002091002001	091
1566	011003007000023015025000091001003	091
1567	011001011000005016026002092000009	092
1568	011003005001030013028000090001010	090
1569	011003008001016012028000091000013	091
1570	011000011000031015029001055000011	055
1571	011003009001030014026002091002005	091
1572	011002011000031006029002081002011	081
1573	011001011001031011028000070002005	070
1574	011003008001031014029000062001014	062
1575	011002011001031007029001074002013	074
1576	011001010001031011027001073000009	073
1577	011001011001031015025000077001010	077
1578	011002009001031006028001092002013	092
1579	011003011001001011024000091000007	091
1580	011003010001014015029001092002013	092
1581	011003007001002012029000094000013	094
1582	011003011001019010026000093002008	093
1583	011003004001031013024001083002000	083
1584	011002007001031007026001078002003	078
1585	011003005001018013029000091000005	091
1586	011003010000003015029001094001013	094
1587	011003000001031016029001049000006	049
1588	011002009001017016024001092001010	092
1589	011003005001031013029000011001007	011
1590	011002011001007009027002092002009	092
1591	011002008000031016012002003002010	003
1592	011003011000014007029000094000000	094
1593	011000011001031011029002079000013	079
1594	011003011001031009028001086000012	086
1595	011003009001014013024002092000007	092
1596	011001008001031013026002078002010	078
1597	011003009001009013029002091001002	091
1598	011002009001031015028000093002005	093
1599	011003011000008008029002090002013	090
1600	011003010001031016024002082002011	082
1601	011003008001022015024000094000007	094
1602	011001010001031013027002089001001	089
1603	011003009001012010028002091000014	091
1604	011002007001031013026000092001005	092
1605	011003011001022014029000093002012	093
1606	011003008001003012025000094001008	094
1607	011000011001031006029000077002005	077
1608	011002011001019015026000090001007	090
1609	011001006001010016029001091001014	091
1610	011003011001031013027002078000006	078
1611	011003008000023016029002094001001	094
1612	011003004001031016025002062001002	062
1613	011002005001011014027002094001010	094
1614	011002006001031015029000083000003	083
1615	011003005000031006025001058000006	058
1616	011003011001028012029000094002014	094
1617	011003011001020012028002092000013	092
1618	011003006001031013029000059001012	059
1619	011001011001015015029000094001011	094
1620	011003011001031008025002063002013	063
1621	011003011001029015027001093000007	093
1622	011003011001031016029002085000004	085
1623	011002011001031009026002079002007	079
1624	011002005001031006029002082001001	082
1625	011002000001021013027001035001002	035
1626	011003011001031008029000086000007	086
1627	011001001001014015024000090001006	090
1628	011003011001031016029002080002008	080
1629	011003011001018014029002092002004	092
1630	011003007001002016026001092001009	092
1631	011000008000031010029001038001009	038
1632	011002005001031016029000048000014	048
1633	011003008001017016029000052001001	052
1634	011003009001031012029000056001004	056
1635	011003011001024001024000093001008	093
1636	011003007001019013024001094002009	094
1637	011003010000029013026002094002004	094
1638	011003008001031016028000083000007	083
1639	011001011000023011029001094002006	094
1640	011003011001031015009000004000002	004
1641	011002005001031008029000093000009	093
1642	011001002001028012025001094000001	094
1643	011003009001022013024000093000014	093
1644	011001011001018016027001094002003	094
1645	011003010001017015029002092002002	092
1646	011003003001031011028001047002009	047
1647	011003007001005016026000094001006	094
1648	011003011001031015029001090002007	090
1649	011003009001030010029000094000007	094
1650	011003009001031015026002085000000	085
1651	011001009001031003027000090002012	090
1652	011002006001031012024000051001012	051
1653	011002011001031005020001000001007	000
1654	011002002000031010028001092001014	092
1655	011003011001031012008000019001011	019
1656	011002011001017008024002091002003	091
1657	011000006001019013029001093002008	093
1658	011001011001031016029002064000010	064
1659	011002010001031011029001094002012	094
1660	011002005001021013026000092002007	092
1661	011000009001031013025000093000012	093
1662	011001004001024015028000093001010	093
1663	011003010001031011029002085000004	085
1664	011003008001016016029000093000004	093
1665	011001011001021014024000093001002	093
1666	011001010001015016029001092000006	092
1667	011002011001029005029000091000003	091
1668	011003009000031000029002081000009	081
1669	011003010001031014029001088000004	088
1670	011000008001002011029002092000010	092
1671	011000004001031015025002077002006	077
1672	011003003001027011029000092000003	092
1673	011003011001031004029002091000009	091
1674	011003008001031011024000086000009	086
1675	011003011001018015024002092002009	092
1676	011003008001016014029000094001012	094
1677	011003011001004007029000092002011	092
1678	011003010001031008029000085000010	085
1679	011001011001006015029001092001005	092
1680	011003010001014014029000091000008	091
1681	011003010001031009029000076002002	076
1682	011003008001023016029000093001009	093
1683	011003011001031013029000062002013	062
1684	011003005000017011029001094000008	094
1685	011002011001001009026001092002014	092
1686	011003010001031008029000049000003	049
1687	011001005001031014025002089001013	089
1688	011003011001031013027002083000010	083
1689	011003011001029005028001093000005	093
1690	011003011000031013027001017000007	017
1691	011001007001031011029000092001001	092
1692	011003006001031015025000085001012	085
1693	011002011001012009025001093002004	093
1694	011000006001016005029002092000008	092
1695	011003011001014015029002092000014	092
1696	011001011001031005024002059001014	059
1697	011002008001031009024000062001008	062
1698	011003011000012012025002094000014	094
1699	011003011001016016029000090001011	090
1700	011003011001027016024002091002008	091
1701	011003008001006015029002090001009	090
1702	011003005001006007025002094000004	094
1703	011001010001002015029002091000012	091
1704	011000001001031016028000071001013	071
1705	011002009001006014029000093001006	093
1706	011003006001021016029002093002007	093
1707	011003008001013015027002091001002	091
1708	011000008001031008029001070002008	070
1709	011003004000001014025001093000008	093
1710	011003009000031015029002083001010	083
1711	011003004001031016026000067000013	067
1712	011002009001031013029001088000010	088
1713	011003008001027009026002094002014	094
1714	011001008000007014029000090001013	090
1715	011003011001031012027002075001005	075
1716	011003010001031013029001084000009	084
1717	011003010001031004029000089002014	089
1718	011003011001031016026000070001009	070
1719	011001011001026010024002090000004	090
1720	011003011000031013024000084000009	084
1721	011003007001031010025001065000002	065
1722	011000008001031011028002055002010	055
1723	011003007001012015024001093002004	093
1724	011003005001009009029000091001003	091
1725	011003011001031014029002087002006	087
1726	011002011001030008029000091000014	091
1727	011003008000031016025002063001009	063
1728	011001009001025005028000094002010	094
1729	011003011001031003024002091002013	091
1730	011002009001031008026001088001011	088
1731	011003011001031009024001092002011	092
1732	011003006000031016027000050002014	050
1733	011000008000010011029002094002003	094
1734	011003007001023016027001091002008	091
1735	011002011001029008027002094002007	094
1736	011000011001018015024001091000014	091
1737	011003010001010009029000094001009	094
1738	011003008001002015025002093001002	093
1739	011001011001018016028002094001010	094
1740	011002011001023013027001092000006	092
1741	011001004001031009021001004002009	004
1742	011003003001029000029000091002012	091
1743	011001010001031013029002093001004	093
1744	011001007001031016028000003001009	003
1745	011003010001031003029002077002003	077
1746	011001007000031003025000042000003	042
1747	011003000001031004024002094002001	094
1748	011001008001023016029000094001007	094
1749	011003008001031006029000064001006	064
1750	011000011001028016025001093000003	093
1751	011003009001031004028002094002011	094
1752	011002008001028011027002092000004	092
1753	011003006001025013024000090000004	090
1754	011003011001029008029001091002013	091
1755	011003009001012008028002094002010	094
1756	011003011001031015028000094000010	094
1757	011003010001007013026000094002006	094
1758	011003011000031007029002079000009	079
1759	011002001001029005026002093000009	093
1760	011003000001030007028002094000007	094
1761	011003011001031016027002087000005	087
1762	011002009001030013024002094002013	094
1763	011002005000004016029000092001010	092
1764	011001011001031012004001017000004	017
1765	011003008001016012029000091002002	091
1766	011003011001027014025001093000013	093
1767	011003009001031009029000093002014	093
1768	011003008001001012028000092002014	092
1769	011003006001014015029001094002013	094
1770	011003006001031011029000074000013	074
1771	011003008001028016029002092000004	092
1772	011003011001006010027002093002010	093
1773	011003008001016005029000094001013	094
1774	011003009001019006029000093000001	093
1775	011003001001031011029002065001002	065
1776	011003011001031016027000084002001	084
1777	011003007001031016029001089002010	089
1778	011003011001031011025001051000008	051
1779	011003006001001013029002092001011	092
1780	011003008001023013027000092000009	092
1781	011003010001029005029002092000003	092
1782	011002004001031014027001064000012	064
1783	011003007001024009029000093001005	093
1784	011003000001031011029001094000012	094
1785	011003004001029012029001092001014	092
1786	011003011001031013028002083002014	083
1787	011003011001005011027002093001006	093
1788	011003008001031011027000060000014	060
1789	011002005001005014029001092000007	092
1790	011003007001031012029000091000014	091
1791	011001008000011016029002094002010	094
1792	011003008001031012025000073001009	073
1793	011001005001029013029000093001011	093
1794	011003005001005016026002090002012	090
1795	011003011001013008029002094001014	094
1796	011002003001021016027001090000010	090
1797	011003008001031004027001093001014	093
1798	011002003001031016025001082002010	082
1799	011003004001022013025002093001005	093
1800	011001007001002014028000091002003	091
1801	011003004001008014029000093001000	093
1802	011003009001031016026001073001002	073
1803	011003006000031011027002074001003	074
1804	011000011000031006029001076002010	076
1805	011002011001031015024000035002012	035
1806	011001010001018008029002092001009	092
1807	011001006001031004029000092000005	092
1808	011002011001031006020002000001010	000
1809	011003007001031012029001084000005	084
1810	011003006001031014024002085002006	085
1811	011003011001031016027000079001004	079
1812	011001011001020007029001090001011	090
1813	011000011001004010026001094001005	094
1814	011003008001031013027002092000012	092
1815	011003007001013014026000090000008	090
1816	011003001001006016029001090000010	090
1817	011001003001031012026001093000011	093
1818	011003009001031003025002092001010	092
1819	011002006001031015029001082000009	082
1820	011003011000031006025002049001008	049
1821	011002004001031014010002002001008	002
1822	011001007001018014027000092000011	092
1823	011001011001031006003001014002001	014
1824	011003011000031009029001085000002	085
1825	011002006001031014028000084002007	084
1826	011003011001031014025000062000005	062
1827	011003008001025005024002092001008	092
1828	011003009001009016025001090002014	090
1829	011003011001030010027000092000011	092
1830	011003001001031012029002094001010	094
1831	011001011001031010029000089001002	089
1832	011003009001002006029002090001002	090
1833	011003005001020013028002092000008	092
1834	011000010001028008029000092002000	092
1835	011003000001018005028000093001003	093
1836	011002005001008010024002092001011	092
1837	011002006001023016029001094001004	094
1838	011003011001031010024002004002006	004
1839	011003011001020013029001093001010	093
1840	011001011001031015029002088001014	088
1841	011002000001031010017000016002012	016
1842	011003008000031009029000054002011	054
1843	011000011001007015026001090002011	090
1844	011003007001016011029000091001013	091
1845	011002005001031010028002065001010	065
1846	011003011001031016028002085000008	085
1847	011003004001002007028001091000003	091
1848	011000006001031009028001060001000	060
1849	011003011001027011029000090000008	090
1850	011003011001023009029000094000008	094
1851	011002011001031014029002089001009	089
1852	011001011001024015029001094002010	094
1853	011003010001029009027002092002001	092
1854	011003008001015007027001094001000	094
1855	011002007001031006029002062001014	062
1856	011002004001031012029002080002010	080
1857	011001003001030014027001094002014	094
1858	011000004001015013029002094002011	094
1859	011003010001031006029000093000008	093
1860	011002010000024013029000093001009	093
1861	011003001000008016024001094002010	094
1862	011003011001030010027000094001000	094
1863	011003011001031006027000087002002	087
1864	011003005001031015029001081002006	081
1865	011003011001031010029001048002014	048
1866	011003010001023016029002090001014	090
1867	011003007000020011029000094000003	094
1868	011003011001031010028000085002008	085
1869	011003010001014013025000092001007	092
1870	011003010001031005026001085001013	085
1871	011002011001031008011001019001005	019
1872	011003004001024016028002090002014	090
1873	011000007001031006029000088000001	088
1874	011003005001031008029002089001005	089
1875	011003011001006015029001092000004	092
1876	011003011000031013029000021000002	021
1877	011003010001028013029001093001008	093
1878	011002006001031004024000093001005	093
1879	011003010000031011029002069001009	069
1880	011003006001031013029000082001004	082
1881	011003007001030011026000090001012	090
1882	011000011001019016029002092002010	092
1883	011001005001012014028000094000011	094
1884	011002010001030012029001094000013	094
1885	011002011001007005029000094000013	094
1886	011003010001010006024000094001006	094
1887	011003011001031011027002050001001	050
1888	011003011001031013018000014001013	014
1889	011003008001031007026000059000011	059
1890	011003005001031013029002072000011	072
1891	011002011001031009017000016002008	016
1892	011003007001031016029000045000011	045
1893	011003005001031016026002076002004	076
1894	011002006001031013029001072001005	072
1895	011002009001027011026000093000012	093
1896	011003010001028012024001090002009	090
1897	011003011001031012029001047002006	047
1898	011003010001007008029001094002009	094
1899	011001008001031014029001048002012	048
1900	011003008001020010029000093000014	093
1901	011003010001021015029001090002012	090
1902	011002011001031015028001094000004	094
1903	011003008000017015027002090001000	090
1904	011002009001017015029001094000014	094
1905	011002011000012008029001090000003	090
1906	011003008001031006025000071002010	071
1907	011001007001026014029001091002014	091
1908	011003009001031012027001059002003	059
1909	011003009001019013029002094002010	094
1910	011003005001031010029000082001014	082
1911	011003011001011014029001092000003	092
1912	011003008001005009025000090001002	090
1913	011003000001010013029001092000006	092
1914	011003011001024012029001090000005	090
1915	011003011000031011025002080001012	080
1916	011003006001020008029000093001003	093
1917	011003011001029013029001093000014	093
1918	011003011001031011029000092002005	092
1919	011003003001031014027000079000008	079
1920	011003007001028016029001092002008	092
1921	011003011000012005026002093002003	093
1922	011003005001031016024000047002000	047
1923	011003011001031016019001006001012	006
1924	011003009001031010029001074001005	074
1925	011002011000031014025001093000009	093
1926	011001003001011016024001090001008	090
1927	011000006000031004025000092002003	092
1928	011003011001031013029002086002013	086
1929	011002011001031008025002086000011	086
1930	008001010001003012026000092002013	092
1931	011002011000024010029001093001008	093
1932	011002000001010014024001090000012	090
1933	011002010001031008027001041001001	041
1934	011002011000029008029002092002003	092
1935	011003009001031010029002067000008	067
1936	011003008000016016027001092002001	092
1937	011003011001030014026001093000014	093
1938	011001007001020010026001090001002	090
1939	011003011001014001029001092002007	092
1940	011003009001031012029001087001011	087
1941	011003010001031005028000088001005	088
1942	011003011001031009024000080000004	080
1943	011002007001022013029000091000009	091
1944	011003011001031010029002075000007	075
1945	011002001001024009027000092000014	092
1946	011003004001014014029001094001007	094
1947	011001011001002005024001091002011	091
1948	011003007001029014029002092000011	092
1949	011003006001031012012000003000013	003
1950	011000011000031015029001086001011	086
1951	011003010001031015025002078002002	078
1952	011003011001019007025000092002003	092
1953	011002011001005006029000052001011	052
1954	011003007000021011029000092002011	092
1955	011003010000031010029000083002007	083
1956	011003011001031006029000090002010	090
1957	011001011001000009029000090001000	090
1958	011003010001022016029000093001010	093
1959	011003004001031010029002074002005	074
1960	011003009000015011029000039001008	039
1961	011003011001018016027002092002002	092
1962	011003011001017014028002093000001	093
1963	011001011001023014029000092000011	092
1964	011003011001031009028000023000010	023
1965	011002010001009012027000092000008	092
1966	011003011001031014025001030002008	030
1967	011003011001026007029000094002000	094
1968	011003005001021006029001093001004	093
1969	011001006001003016025000090001013	090
1970	011003011001017013025002091000004	091
1971	011003007001018016024000093001010	093
1972	011003007001020010026000094001014	094
1973	011003008001031009024001071002014	071
1974	011003004001031012028000088001014	088
1975	011003004000029015029002094002007	094
1976	011003008001000008026002092000012	092
1977	011003005001031006028001065000002	065
1978	011003006001031004029001094002004	094
1979	011003011001020012025002090001011	090
1980	011001006001031012029001073000008	073
1981	011003004001022015024002090001014	090
1982	011003011001031012029000047001013	047
1983	011002003001031009029002093002010	093
1984	011003010001021016025001094002009	094
1985	011000008001031004029000071000000	071
1986	011003010001031012029002061000007	061
1987	011002010001015016028000092000005	092
1988	011003008001020013029001094001003	094
1989	011003000001022014029000090002009	090
1990	011003011001031011018001014001002	014
1991	011003010001031008024002066001008	066
1992	011001011001003016029000091000010	091
1993	011001011001009013029000094001006	094
1994	011003011001022015029002092002010	092
1995	011002011001001015029000090000012	090
1996	011003011001031015025002067001011	067
1997	011003011001030015026001093000011	093
1998	011003009001004014028002092000004	092
1999	011001008001005006029001091000005	091
2000	011001010001031011028002026000012	026
2001	011003005001031011029002086000008	086
2002	011000011001031014029002060001013	060
2003	011002011001024000029001093001005	093
2004	011000005001031014029000074001008	074
2005	011003011001020013026000090000002	090
2006	011002011001027015025001092000007	092
2007	011003011001029013028001092001000	092
2008	011003003001031016026001074002007	074
2009	011003009001031012027000030001003	030
2010	011001011001013006029000094001005	094
2011	011003009001027014029000093001004	093
2012	011003011001013011028000093002011	093
2013	011003010001031010026000080002013	080
2014	011003010000031004028000080000007	080
2015	011001011001025011024001091000014	091
2016	011003001001030016028001090000008	090
2017	011001011001028015029000093001012	093
2018	011003002001028011028000094002013	094
2019	011003011001031014029000065000009	065
2020	011001011001004013025000091000011	091
2021	011003008001020015028002091002003	091
2022	011001001000012016024000093000002	093
2023	011003010001001010028001090002002	090
2024	011003011001031016025001050001013	050
2025	011001011001028016027001092002007	092
2026	011003009001030016029001094000014	094
2027	011003011001031011029000065002005	065
2028	011002011001031003029000090002010	090
2029	011003011001031014011002019001010	019
2030	011003011001031009029001076002010	076
2031	011003011001005016029002092001001	092
2032	011002010001026013027000094001005	094
2033	011000009001030014029001090002013	090
2034	011003008001031004029001092001013	092
2035	011001010001016005026000092000007	092
2036	011002011001003007029000092000006	092
2037	011001008001013010028002094002004	094
2038	011001004001031008029000090002000	090
2039	011003008001013016025001092001001	092
2040	011003008001018016028000092000005	092
2041	011003011001019011027002091001014	091
2042	011003011001031013027001037002012	037
2043	011002007001022010024002093001002	093
2044	011003011001026008029000093000012	093
2045	011003009001025012028002093002006	093
2046	011001009001010014029002094002014	094
2047	011003010001031011027002048000014	048
2048	011002006001031012026001081002005	081
2049	011003010001031016029000088002003	088
2050	011002011001031016015001017002007	017
2051	011003010001029014029002090001013	090
2052	011003011001031015024001086000008	086
2053	011003008001031003029001090002013	090
2054	011002008001025016028001092000006	092
2055	011000011001031012024001079002013	079
2056	011001005001031015028001094002009	094
2057	011001008001025009027002091002011	091
2058	011000011001031012026001065002008	065
2059	011002011001026016029001093001011	093
2060	011003010001031008025001086000007	086
2061	011003010001023015027001092002012	092
2062	011003006001031012021001004002013	004
2063	011003011001010014026001090001002	090
2064	011003011001026016028001093000013	093
2065	011003011000004007026001093000000	093
2066	011001002001031008025001070002002	070
2067	011003010001031014027001073000010	073
2068	011003006000016010029002093000012	093
2069	011000009001027014029002090002010	090
2070	011000008001031012029000049000001	049
2071	011003008001025016028002091001009	091
2072	011003011001001013029000090000002	090
2073	011003007001021007024001094000014	094
2074	011003008000031015027000057000002	057
2075	011000006001029014027001094002004	094
2076	011001009001004006024002094000002	094
2077	011003009001016015029001094000004	094
2078	011003007001022012029001093001010	093
2079	011003011001023014027001094000001	094
2080	011000011001019016029001092002001	092
2081	011003007001031016029000042002000	042
2082	011003008001031009029002089001005	089
2083	011002007001010016024002093002010	093
2084	011002004001031004028000069001010	069
2085	011003003000031011025002086000013	086
2086	011003009001030009029002092002010	092
2087	011003008000031013024000063000011	063
2088	011003008001026015029002092000005	092
2089	011003007001031007029002059000007	059
2090	011003004001031016029002061002013	061
2091	011002011001027011025002094001013	094
2092	011000011001009013028001091001001	091
2093	011002011001021009027000094000014	094
2094	011003011001026016029000090002007	090
2095	011003008001024006028000091002006	091
2096	011001005001010010028000094000001	094
2097	011003001001029014029001091002002	091
2098	011001009001025008025002092001010	092
2099	011003011001014005025002092002001	092
2100	011003006001031016029001061000009	061
2101	011002011001031001029001066000012	066
2102	011003009001031015028002053001014	053
2103	011001011001031013016000005001001	005
2104	011002011001012006029001090000013	090
2105	011002011001031010029000074001008	074
2106	011003010001015016029001093000011	093
2107	011003005000031010029002042002012	042
2108	011003004001031016026002091002004	091
2109	011001010000008005027001091002010	091
2110	011003008001008010029000094000011	094
2111	011003011001031016025002030002003	030
2112	011003009001017010027002093000002	093
2113	011003011001020012029002092000003	092
2114	011002004001031007026000081002007	081
2115	011003011000025016025000091001011	091
2116	011003004001031011024002076001014	076
2117	011003011001031016027000092002012	092
2118	011003006000031008029002085001007	085
2119	011003003000031014025001086001005	086
2120	011003010001031003029000093002012	093
2121	011001009001004015027000090001006	090
2122	011000008001027016024000094000004	094
2123	011001011001031009029000066001008	066
2124	011003009001028008027000092000001	092
2125	011002007001031016027002077000012	077
2126	011003009000029015026000092002005	092
2127	011002011001013016026001090000010	090
2128	011003006001031012029000072001013	072
2129	011003010001031015029002059002006	059
2130	011003006000021013029002090002002	090
2131	011003010001018012027000093002010	093
2132	011003006001031015025000087001005	087
2133	011003011001001016029000090001009	090
2134	011003007000022011029000091002008	091
2135	011002011001011016029000091002010	091
2136	011001011001031012029000085001000	085
2137	011003009001022016027001094000004	094
2138	011003011001025013029000093000002	093
2139	011003001000031016029002028002005	028
2140	011003009001031004029000086002011	086
2141	011003011001031014027000084001013	084
2142	011003009000031010029002081002008	081
2143	011003011001008013026000090000006	090
2144	011003011001027015027000092001010	092
2145	011001007001010002027001090002002	090
2146	011003011001031011016001005000000	005
2147	011003009000020005027002094001002	094
2148	011002011001021012028002090001007	090
2149	011003010001031006029002086001004	086
2150	011003006000028014029001093000006	093
2151	011001011001031009026002093001009	093
2152	011002005001031009012002003001009	003
2153	011001008001016013029002091002005	091
2154	011003011001031016026001067000004	067
2155	011003007001028012029002094002014	094
2156	011002007001019008026002090000007	090
2157	011003007001031016029000085000014	085
2158	011001011000005015024002093002001	093
2159	011003011001025008029000091001014	091
2160	011003011001029015029002090001013	090
2161	011002005001031013029000036001001	036
2162	011003008001031011029002072002011	072
2163	011003011001031016029002089001010	089
2164	011003011001026012029001092000003	092
2165	011003011001031016027002070001010	070
2166	011003004001031012029000074001006	074
2167	011003008001014016024000091000006	091
2168	011003011001031016018002014001013	014
2169	011003007001031016029001093002005	093
2170	011003009001029016029002091000014	091
2171	011003010001024016027001093001009	093
2172	011003008001031012024002055000013	055
2173	011000005001030012027000094002012	094
2174	011000011001021010029000090001002	090
2175	011003011001003014029001094001004	094
2176	011002009001016013026000093000011	093
2177	011003011001027012024002094000005	094
2178	011003011001025012024002090002008	090
2179	011003001001031015028001075001010	075
2180	011001011001031006029001088000013	088
2181	011003008001014009029000093000013	093
2182	011002011001015005029000094000002	094
2183	011002011001005009026002092000014	092
2184	011003011001031016029002081002001	081
2185	011003008001031016029001082002005	082
2186	011003008001001008028001092000000	092
2187	011003010001031014026001073002006	073
2188	011002005001030016025002092001003	092
2189	011003011001031008026000088002003	088
2190	011003003001026016026002092001003	092
2191	011003005001031008027000088001011	088
2192	011003003001014016028002092002011	092
2193	011003009001031015029001076000014	076
2194	011003011001015016029001094001002	094
2195	011002007001024012029000093002007	093
2196	011003011001025016026000092000001	092
2197	011003010001027012029000090000001	090
2198	011003009001010012029002093000010	093
2199	011003003001027016026001094001014	094
2200	011003011001014016027002090000014	090
2201	011001005001031016029002054001005	054
2202	011003007001029015029002093000013	093
2203	011003011001027012028001094000006	094
2204	011003011001024000029002090002011	090
2205	011001007001031016029000092001010	092
2206	011003010000031012029002072002012	072
2207	011003010001022010028001094000013	094
2208	011000004001002011029000090001006	090
2209	011003008000031015027000084001014	084
2210	011001011001025013029002092002001	092
2211	011003009001030015029002091001005	091
2212	011003003001031004028002062001002	062
2213	011003003001031011029000061002013	061
2214	011002011001031009029002057000006	057
2215	011003011000012013029000090001004	090
2216	011003010001022007028002094000000	094
2217	011002005001031005025001073000009	073
2218	011002011001012011028000094000012	094
2219	011003003001031006028001094002008	094
2220	011003005000031016020002000000010	000
2221	011003009001016016028001094002013	094
2222	011002009001030012029002093000013	093
2223	011003010001031006027001092000013	092
2224	011002009001026015025001090000000	090
2225	011002006001012008029001093001004	093
2226	011003007001022008027002092000002	092
2227	011002009001031012027002063000004	063
2228	011002003001025013028002094000005	094
2229	011001008001031012029001078002010	078
2230	011001007001016014028002092000004	092
2231	011003011001022014029000091001004	091
2232	011002001001031013025001067001002	067
2233	011003009001031010029002077001002	077
2234	011003006001031013029000048001004	048
2235	011003008000031016029000081001014	081
2236	011003008000031015028000093002008	093
2237	011001008000026015029001090000001	090
2238	011002011001031016028001085001012	085
2239	011003011001024012029000090001011	090
2240	011001011000022014028000094001005	094
2241	011003011001031014028000074000010	074
2242	011003009001029014026001091002011	091
2243	011003003001031007029000075000012	075
2244	011003008001031009029002092001007	092
2245	011002011001031012029001064002010	064
2246	011003001000031015029001086000003	086
2247	011003009001031006028000080000013	080
